src_word,desc,src_alt
Welle ,1. бран <br/> &emsp; <i>Radiowellen ≈ радиобранови</i> <br/><br/> 2. вратило <br/> &emsp; <i>Kardanwelle ≈ карданско вратило</i>, 
Welpe ,кутре, 
Welt ,"свет <br/> &emsp; <i>zur Welt kommen ≈ се раѓа, доаѓа на свет</i>",
Weltall ,вселена <br/> &emsp; <i>das Weltall erforschen ≈ истражува вселена</i>,
Weltalter ,вечност,
Weltanschauung ,1. идеологија <br/><br/> 2. светоглед,
Weltbestleistung ,светски рекорд, 
Weltbewegung ,светско движење,
Weltfrieden ,светски мир,
Weltgegend ,1. предел <br/><br/> 2. дел на светот, 
Weltgeschichte ,светска историја,
Weltgewerkschaftsbund ,светска синдикална федерација,
Weltkenntnis ,1. познавање на светот <br/><br/> 2. животно искуство,
Weltkugel ,земјина топка,
Weltmacht ,1. голема сила <br/><br/> 2. светска сила,
Weltmeister ,светски првак, 
Weltmeisterschaft ,светско првенство, 
Weltruf ,светска слава,
Weltwirtschaftskrise ,светска стопанска криза,
Weltwunder ,светско чудо <br/> &emsp; <i>die sieben Weltwunder der Antike ≈ седумте светски чуда на антиката</i>,
Wende ,1. свртување <br/> &emsp; <i>Wende beim Segeln ≈ свртување при едрење</i> <br/><br/> 2. обрат <br/><br/> 3. пресврт <br/> &emsp; <i>die Wende in 1989 in der DDR ≈ пресвртот во 1989 во ГДР</i> <br/><br/> 4. промена,
Wende ,(Лужички Србин), 
Wendehals ,вртикапа,
Wendekreis ,1. повратник <br/> &emsp; <i>Wendekreis des Krebses ≈ повратник на ракот</i> <br/><br/> 2. (географска височина), 
Wendepunkt ,пресврт <br/> &emsp; <i>Wendepunkt der Geschichte ≈ пресврт во историјата</i>,
Wendung ,1. вртење <br/> &emsp; <i>Wendung nach rechts ≈ вртење кон десно</i> <br/><br/> 2. пресврт <br/> &emsp; <i>unerwartete Wendung ≈ неочекуван пресврт</i> <br/><br/> 3. фраза <br/> &emsp; <i>Wörter und Wendungen ≈ зборови и фрази</i>,
Wenigkeit ,1. маленкост <br/> &emsp; <i>meine Wenigkeit ≈ мојата маленкост</i> <br/><br/> 2. ситница <br/><br/> 3. (мала количина),
Werbeabteilung ,(одделение за реклами), 
Werbeaktion ,рекламна акција, 
Werbeslogan ,1. рекламен слоган <br/><br/> 2. парола,
Werbung ,реклама,
Werdegang ,1. настанок <br/><br/> 2. развој <br/><br/> 3. биографија,
Werder ,остров,
Werft ,бродоградилиште, 
Werftarbeiter ,работник во бродоградилиште,
Werg ,отпаден коноп при преработка,
Werk ,1. дело <br/> &emsp; <i>Meisterwerk ≈ ремек дело</i> <br/><br/> 2. творба <br/><br/> 3. механизам <br/> &emsp; <i>Uhrwerk ≈ механизам на саат</i> <br/><br/> 4. фабрика <br/> &emsp; <i>Chemiewerk ≈ хемиска фабрика</i>,
Werkhalle ,фабричка хала,
Werkleiter ,(раководител на фабриката), Werksleiter 
Werkstatt ,работилница,
Werkstoff ,1. суровина <br/><br/> 2. материјал,
Werkstück ,(дел за обработка), 
Werktag ,трудоден,
Werktätige ,1. работник <br/><br/> 2. трудбеник,
Werkvertrag ,(договор за дело), 
Werkzeug ,1. алат <br/><br/> 2. направа,
Werkzeugmacher ,алатничар, 
Wert ,вредност,
Wertbrief ,(вредносно писмо), 
Wertpapier ,(хартија од вредност), 
Wertsachen ,1. (предмети од вредност) <br/><br/> 2. драгоцености,
Wertschätzung ,1. почит <br/><br/> 2. респект <br/><br/> 3. внимание <br/><br/> 4. признание,
Wertstoff ,(материјал од рециклажа), 
Wertung ,оцена,
Werturteil ,вреднување (мислење за вредноста на нешто) <br/> &emsp; <i>Werturteil und Sachurteil ≈ субјективно вреднување и објективно вреднување</i>, 
Werwolf ,врколак,
Wesen ,1. битие <br/> &emsp; <i>menschliches Wesen ≈ човечко суштество</i> <br/><br/> 2. суштество <br/><br/> 3. суштина <br/> &emsp; <i>das Wesen der Kunst ≈ суштината на уметноста</i> <br/><br/> 4. бит <br/><br/> 5. нарав <br/> &emsp; <i>ein freundliches Wesen ≈ пријателски карактер</i> <br/><br/> 6. карактер,
Wespe ,оса, 
Wespennest ,осарник,
Wessi ,граѓанин од Западна Германија, 
West ,запад, 
Weste ,елек,
Westen ,запад, 
Westentasche ,џеб од елек,
Western ,вестерн,
Wettbewerb ,1. натпреварување <br/> &emsp; <i>in Wettbewerb treten ≈ стапува во натпревар</i> <br/><br/> 2. натпревар,
Wettbewerb ,конкуренција <br/> &emsp; <i>freier Wettbewerb ≈ слободна конкуренција</i> <br/><br/> натпревар <br/> &emsp; <i>sportlicher Wettbewerb ≈ спортски натпревар</i>, 
Wette ,1. облог <br/><br/> 2. опклада,
Wetter ,време <br/> &emsp; <i>Wie wird morgen das Wetter? ≈ Какво време ќе биде утре?</i>,
Wetterbericht ,(метеоролошки извештај),
Wetterfühligkeit ,(чувствителност на метеоролошки промени), 
Wetterkunde ,метеорологија,
Wettervoraussage ,временска прогноза,
Wettervorhersage ,временска прогноза,
Wetterwarte ,метеоролошка станица,
Wettfahrt ,натпревар во возење,
Wettkampf ,1. натпревар <br/><br/> 2. натпреварување,
Wettlauf ,трка,
Wettrennen ,1. трка <br/><br/> 2. натпревар, 
Wetzstein ,брус,
Wichsbürste ,четка за полирање,
Wicht ,1. детуле <br/><br/> 2. човече,
Wickelkind ,1. пеленаче <br/><br/> 2. повиваче <br/><br/> 3. рулче,
Widder ,овен <br/><br/> 1. овен <br/><br/> 2. брав <br/><br/> 3. коч, 
Widerhall ,1. ехо <br/><br/> 2. одек,
Widerrede ,1. одговор <br/><br/> 2. приговор,
Widersacher ,1. соперник <br/><br/> 2. противник <br/><br/> 3. ривал,
Widerschein ,отсјај,
Widersinn ,1. бесмисленост <br/><br/> 2. апсурд,
Widerspruch ,1. противречност <br/><br/> 2. контрадикција <br/><br/> 3. приговор,
Widersprüchlichkeit ,1. противречност <br/><br/> 2. контрадикторност,
Widerstand ,1. отпор <br/><br/> 2. противставување,
Widerwille ,1. одбивност <br/><br/> 2. антипатичност,
Widrigkeit ,1. тешкотија <br/><br/> 2. неповолност,
Wiedehopf ,пупунец, 
Wiederaufbau ,1. обнова <br/><br/> 2. реконструкција,
Wiederauferstehung ,воскресение, 
Wiederaufnahme ,1. примање повторно <br/><br/> 2. реактивирање,
Wiederbeginn ,повторен почеток,
Wiederbelebung ,реанимација <br/> &emsp; <i>Wiederbelebungsversuch ≈ обид за реанимација</i>, 
Wiedereingliederung ,реинтеграција,
Wiedergabe ,1. пренос <br/> &emsp; <i>eine genaue Wiedergabe der Vorgänge ≈ точен пренос на случувањата</i> <br/><br/> 2. репродукција <br/><br/> 3. пренос <br/> &emsp; <i>eine Wiedergabe des Konzerts ≈ пренос на концертот</i>,
Wiedergeburt ,препород,
Wiederholung ,повторување,
Wiederhören ,повторно слушање <br/> &emsp; <i>auf Wiederhören! ≈ до слушање!</i>,
Wiederkunft ,повраток,
Wiederschauen ,повторно гледање <br/> &emsp; <i>auf Wiedersehen! ≈ до гледање!</i>,
Wiedersehen ,повторно гледање <br/> &emsp; <i>auf Wiedersehen! ≈ до гледање!</i>,
Wiedervereinigung ,1. (повторно обединување) <br/> &emsp; <i>die Wiedervereinigung Deutschlands ≈ повторното обединување на Германија</i> <br/><br/> 2. (повторно соединување),
Wiederwahl ,1. повторен избор <br/><br/> 2. реизбор,
Wiege ,колепка,
Wien ,Виена, 
Wiener ,Виенчанец, 
Wiese ,ливада,
Wiesel ,1. ласица <br/><br/> 2. невестулка, 
Wiesenblume ,ливадско цвеќе,
Wigwam ,индијански шатор (обично од биволска кожа),
Wikinger ,Викинг (име на германските жители на Скандинавија),
Wild ,дивеч <br/> &emsp; <i>das Wild ist sehr scheu ≈ дивечот е многу плашлив</i>,
Wildbret ,месо од дивеч,
Wilderei ,криволов,
Wilderer ,1. криволовец <br/><br/> 2. дивокрадец,
Wildheit ,1. дивост <br/><br/> 2. дивотија,
Wildnis ,1. дивина <br/> &emsp; <i>eine unberührte Wildnis ≈ недопрена дивина</i> <br/><br/> 2. пустина <br/><br/> 3. пустелија,
Wildpark ,(парк со диви животни што слободно се шетаат),
Wildschwein ,дива свиња, 
Wildschweinbraten ,печење од дива свиња, 
Wille ,1. волја <br/> &emsp; <i>wider seinen Willen ≈ против негова волја</i> <br/><br/> 2. тестамент <br/> &emsp; <i>der letzte Wille ≈ тестамент</i> <br/><br/> 3. намера <br/><br/> 4. желба,
Willkommen ,1. добредојде <br/> &emsp; <i>Willkommen und Abschied ≈ добредојде и догледање</i> <br/><br/> 2. дочек,
Willkür ,1. произволност <br/><br/> 2. милост и немилост,
Wimper ,трепка,
Wind ,ветер, 
Windel ,пелена,
Windjacke ,виндјакна,
Windkraft ,1. (сила на ветерот) <br/><br/> 2. (ветерна енергија),
Windkraftanlage ,(ветерен генератор на енергија),
Windmühle ,1. ветерница <br/><br/> 2. (ветерна мелница),
Windpocken ,варичела, 
Windschirm ,ветробран,
Windschutzscheibe ,1. шофершајбна <br/><br/> 2. ветробран, 
Windstoß ,удар од ветар,
Windung ,витка <br/> &emsp; <i>Hirnwindungen ≈ мозочни витки</i>,
Wink ,1. знак <br/><br/> 2. миг,
Winkel ,1. агол <br/><br/> 2. катче <br/><br/> 3. ќоше,
Winkeladvokat ,(сомнителен адвокат),
Winkelmass ,агломер,
Winkelmesser ,агломер, 
Winkelschleifer ,(аголна брусилка), 
Winter ,зима <br/> &emsp; <i>im Winter ≈ во зима</i>,
Winterschlaf ,зимски сон,
Winterschlussverkauf ,(зимска распродажба), 
Wintertag ,зимски ден,
Winzer ,1. винар <br/><br/> 2. лозар (одгледувач на винова лоза),
Wipfel ,врв на дрво,
Wippe ,клацкалка,
Wirbel ,1. вител <br/><br/> 2. вртеж,
Wirbel ,пршлен <br/><br/> чепче (затегач на жици на жичан инструмент) <br/><br/> 1. врева <br/><br/> 2. прашина, 
Wirbelsturm ,ураган, 
Wirbelsäule ,1. рбет <br/><br/> 2. грбнак <br/><br/> 3. рбетен столб, 
